,Cantidad,Nemotecnico,Volumen,Ultimo Precio,Variacion%,Fecha
3797,11900908,ETB       ,2391193296,204.0,2.0,2020-11-17
3798,136508,GRUPOARGOS,1592938920,11800.0,2.97,2020-11-17
3799,106272,ICOLCAP   ,1327676880,12496.5,1.35,2020-11-17
3800,397657,CLH       ,1280047843,3222.0,0.09,2020-11-17
3801,448907,GEB       ,1109345848,2480.0,1.22,2020-11-17
3802,208121,CEMARGOS  ,1001707751,4820.0,0.42,2020-11-17
3803,24926,CORFICOLCF,681498740,27120.0,-0.55,2020-11-17
3804,8769,BOGOTA    ,618255110,71260.0,2.53,2020-11-17
3805,51823,CNEC      ,552180440,10700.0,0.47,2020-11-17
3806,45428,EXITO     ,510396520,11240.0,2.18,2020-11-17
3807,108026,CELSIA    ,471870307,4380.0,0.69,2020-11-17
3808,53096,TERPEL    ,433365845,8165.0,2.32,2020-11-17
3809,1239590,CONCONCRET,418106268,335.0,0.6,2020-11-17
3810,94218,MINEROS   ,360069728,3825.0,0.0,2020-11-17
3811,13827,PFCORFICOL,309674800,22300.0,1.36,2020-11-17
3812,56991,PFCEMARGOS,225727853,3990.0,0.03,2020-11-17
3813,17714,PFGRUPOARG,164246270,9400.0,2.17,2020-11-17
3814,1784,GRUBOLIVAR,110608000,62000.0,0.81,2020-11-17
3815,6890,PROMIGAS  ,50659050,7390.0,0.0,2020-11-17
3816,51663,GRUPOAVAL ,47141931,929.5,-0.04,2020-11-17
3817,3942,BVC       ,42382080,10760.0,0.37,2020-11-17
3818,163212,PFAVH     ,25426438,157.0,12.14,2020-11-17
3819,8710,ELCONDOR  ,8688320,1000.0,0.0,2020-11-17
3820,500000,FABRICATO ,2400000,4.79,0.0,2020-11-17
3821,401740,PFBCOLOM  ,10711169170,26620.0,1.22,2020-11-13
3822,4624405,ECOPETROL ,9182540476,2000.0,1.32,2020-11-13
3823,235887,ISA       ,5349759870,22520.0,-1.83,2020-11-13
3824,174579,GRUPOSURA ,3809226770,21730.0,1.07,2020-11-13
3825,206878,PFGRUPSURA,3513871800,17000.0,1.55,2020-11-13
3826,126630,BCOLOMBIA ,3334531160,26330.0,1.5,2020-11-13
3827,96232,PFDAVVNDA ,2624420590,27300.0,1.26,2020-11-13
3828,642737,CLH       ,2069123126,3219.0,0.0,2020-11-13
3829,1620205,PFAVAL    ,1499975880,929.0,-0.15,2020-11-13
3830,52678,CORFICOLCF,1440337270,27270.0,-2.54,2020-11-13
3831,105978,GRUPOARGOS,1217947680,11460.0,-1.21,2020-11-13
3832,93945,ICOLCAP   ,1156508837,12330.0,0.78,2020-11-13
3833,117665,CEMARGOS  ,566266229,4800.0,-0.02,2020-11-13
3834,61605,PFGRUPOARG,555897930,9200.0,1.1,2020-11-13
3835,116674,CELSIA    ,506164402,4350.0,0.81,2020-11-13
3836,17679,NUTRESA   ,382270140,21510.0,0.05,2020-11-13
3837,30000,HCOLSEL   ,339000000,11300.0,0.57,2020-11-13
3838,14749,PFCORFICOL,326522390,22000.0,0.09,2020-11-13
3839,69849,MINEROS   ,267433135,3825.0,-0.39,2020-11-13
3840,62138,PFCEMARGOS,245404329,3989.0,-0.03,2020-11-13
3841,18336,CNEC      ,195227670,10650.0,0.28,2020-11-13
3842,67043,GEB       ,164228350,2450.0,0.2,2020-11-13
3843,2273,BOGOTA    ,157973500,69500.0,-0.81,2020-11-13
3844,354295,ETB       ,70875892,200.0,-0.99,2020-11-13
3845,6160,TERPEL    ,48429330,7980.0,0.0,2020-11-13
3846,4250,BVC       ,45865000,10720.0,-0.92,2020-11-13
3847,31164,ELCONDOR  ,31213403,1000.0,2.56,2020-11-13
3848,434,GRUBOLIVAR,26628000,61500.0,0.0,2020-11-13
3849,3246863,FABRICATO ,15381288,4.79,-0.21,2020-11-13
3850,811,EXITO     ,9073380,11000.0,0.0,2020-11-13
3851,13500,PFAVH     ,2092500,140.0,0.0,2020-11-13
3852,1927,GRUPOAVAL ,1787292,929.9,0.0,2020-11-13
3853,8862495,ECOPETROL ,17577640108,1974.0,-2.03,2020-11-12
3854,479690,PFBCOLOM  ,12660184880,26300.0,-1.39,2020-11-12
3855,341344,ISA       ,7809487610,22940.0,-0.26,2020-11-12
3856,265401,BCOLOMBIA ,6928853380,25940.0,-3.14,2020-11-12
3857,217289,PFDAVVNDA ,5857065190,26960.0,-0.59,2020-11-12
3858,400000,HCOLSEL   ,4512800000,11236.0,-1.54,2020-11-12
3859,204405,GRUPOSURA ,4394632440,21500.0,-0.46,2020-11-12
3860,314225,GRUPOARGOS,3647828260,11600.0,-0.85,2020-11-12
3861,3620977,PFAVAL    ,3364187374,930.4,0.15,2020-11-12
3862,240834,ICOLCAP   ,2956556100,12235.0,-1.27,2020-11-12
3863,1181346,GEB       ,2886922730,2445.0,0.62,2020-11-12
3864,535195,CEMARGOS  ,2565234048,4801.0,-0.83,2020-11-12
3865,77310,CORFICOLCF,2154193880,27980.0,-0.07,2020-11-12
3866,116459,PFGRUPSURA,1968859900,16740.0,-2.33,2020-11-12
3867,426437,CLH       ,1373086331,3219.0,-0.19,2020-11-12
3868,55224,PFCORFICOL,1214570000,21980.0,-0.09,2020-11-12
3869,274373,CELSIA    ,1186922736,4315.0,-1.51,2020-11-12
3870,245467,MINEROS   ,940499298,3840.0,0.66,2020-11-12
3871,36202,NUTRESA   ,784212740,21500.0,-2.76,2020-11-12
3872,55980,PFGRUPOARG,511546085,9100.0,-2.1,2020-11-12
3873,37749,CNEC      ,399898380,10620.0,-0.28,2020-11-12
3874,25952,EXITO     ,285605180,11000.0,-0.99,2020-11-12
3875,9669,BVC       ,103654880,10820.0,0.0,2020-11-12
3876,13039,TERPEL    ,103079650,7980.0,0.44,2020-11-12
3877,1193,GRUBOLIVAR,73614500,61500.0,-0.81,2020-11-12
3878,911,BOGOTA    ,63973790,70070.0,-0.41,2020-11-12
3879,164319,CONCONCRET,54730518,333.0,-2.63,2020-11-12
3880,42870,GRUPOAVAL ,39020014,929.9,0.54,2020-11-12
3881,35000,ELCONDOR  ,34144953,975.0,-0.51,2020-11-12
3882,4397,PROMIGAS  ,32449700,7390.0,1.23,2020-11-12
3883,153408,PFAVH     ,21549834,140.0,-15.15,2020-11-12
3884,80571,ETB       ,16333209,202.0,-1.46,2020-11-12
3885,2886744,FABRICATO ,13856371,4.8,-2.44,2020-11-12
3886,2885,PFCEMARGOS,11325709,3990.0,0.0,2020-11-12
3887,5260,BBVACOL   ,1441240,282.0,0.0,2020-11-12
3888,7797342,ECOPETROL ,15668881881,2015.0,1.66,2020-11-11
3889,423433,PFBCOLOM  ,11288120190,26670.0,0.26,2020-11-11
3890,1062750,CEMARGOS  ,5139194798,4841.0,2.26,2020-11-11
3891,1487159,CLH       ,4796786828,3225.0,-0.06,2020-11-11
3892,186208,ISA       ,4302630700,23000.0,-0.82,2020-11-11
3893,310336,ICOLCAP   ,3852634700,12392.0,0.58,2020-11-11
3894,3191605,PFAVAL    ,2968044151,929.0,0.11,2020-11-11
3895,98297,GRUPOSURA ,2122349110,21600.0,0.47,2020-11-11
3896,77874,BCOLOMBIA ,2077719700,26780.0,1.06,2020-11-11
3897,71488,PFDAVVNDA ,1936853450,27120.0,1.19,2020-11-11
3898,66783,CORFICOLCF,1864117230,28000.0,1.82,2020-11-11
3899,678183,GEB       ,1650407223,2430.0,-0.78,2020-11-11
3900,125717,GRUPOARGOS,1476747830,11700.0,0.78,2020-11-11
3901,81005,PFGRUPSURA,1392886970,17140.0,0.88,2020-11-11
3902,124852,CNEC      ,1329705030,10650.0,0.47,2020-11-11
3903,199544,CELSIA    ,867518693,4381.0,1.88,2020-11-11
3904,35372,NUTRESA   ,786136340,22110.0,0.45,2020-11-11
3905,28546,PFCORFICOL,627192990,22000.0,0.92,2020-11-11
3906,156998,MINEROS   ,596264857,3815.0,0.13,2020-11-11
3907,50000,HCOLSEL   ,570600000,11412.0,1.13,2020-11-11
3908,55129,PFCEMARGOS,218555051,3990.0,2.31,2020-11-11
3909,2787,BOGOTA    ,194767960,70360.0,1.21,2020-11-11
3910,15566,PFGRUPOARG,144062820,9295.0,0.98,2020-11-11
3911,14675,TERPEL    ,115055645,7945.0,1.08,2020-11-11
3912,315652,CONCONCRET,107718887,342.0,-0.98,2020-11-11
3913,20000,VILLAS    ,90000000,4500.0,0.0,2020-11-11
3914,5742,EXITO     ,63624030,11110.0,2.68,2020-11-11
3915,662,GRUBOLIVAR,41044000,62000.0,0.49,2020-11-11
3916,29443,GRUPOAVAL ,27212130,924.9,-0.01,2020-11-11
3917,2144,BVC       ,23185160,10820.0,0.19,2020-11-11
3918,3000000,FABRICATO ,14400000,4.92,0.0,2020-11-11
3919,42379,ETB       ,8655377,205.0,0.0,2020-11-11
3920,59332,PFAVH     ,8348833,165.0,0.0,2020-11-11
3921,14340,BBVACOL   ,4015200,282.0,0.0,2020-11-11
3922,240,PROMIGAS  ,1773600,7300.0,0.0,2020-11-11
3923,575,ELCONDOR  ,575000,980.0,0.0,2020-11-11
3924,8743850,ECOPETROL ,17222934684,1982.0,2.27,2020-11-10
3925,477263,PFBCOLOM  ,12696273080,26600.0,-0.15,2020-11-10
3926,443645,ICOLCAP   ,5471782337,12320.0,0.03,2020-11-10
3927,164736,PFDAVVNDA ,4460208810,26800.0,-2.19,2020-11-10
3928,161374,ISA       ,3692198580,23190.0,1.71,2020-11-10
3929,114148,BCOLOMBIA ,3026060810,26500.0,-1.05,2020-11-10
3930,2941285,PFAVAL    ,2743803833,928.0,-0.19,2020-11-10
3931,758620,CLH       ,2445171465,3227.0,-0.03,2020-11-10
3932,91254,GRUPOSURA ,1957685410,21500.0,-0.42,2020-11-10
3933,59073,CORFICOLCF,1605865940,27500.0,2.12,2020-11-10
3934,331744,CEMARGOS  ,1567453642,4734.0,-0.34,2020-11-10
3935,61625,PFCORFICOL,1336822820,21800.0,0.0,2020-11-10
3936,53782,NUTRESA   ,1190955110,22010.0,-1.08,2020-11-10
3937,419373,GEB       ,1028316631,2449.0,-0.65,2020-11-10
3938,58504,PFGRUPSURA,998904940,16990.0,-0.29,2020-11-10
3939,77385,GRUPOARGOS,904665250,11610.0,-1.61,2020-11-10
3940,59362,TERPEL    ,466651725,7860.0,-0.25,2020-11-10
3941,98238,MINEROS   ,375410051,3810.0,-0.52,2020-11-10
3942,29700,CNEC      ,314956060,10600.0,0.0,2020-11-10
3943,62799,VILLAS    ,282636000,4500.0,-2.17,2020-11-10
3944,3907,GRUBOLIVAR,242195990,61700.0,-0.48,2020-11-10
3945,3148,BOGOTA    ,220404440,69520.0,-0.97,2020-11-10
3946,41109,CELSIA    ,178161060,4300.0,-2.93,2020-11-10
3947,39028,PFCEMARGOS,151868327,3900.0,0.52,2020-11-10
3948,12900,BVC       ,139721760,10800.0,-0.37,2020-11-10
3949,13973,PFGRUPOARG,129160325,9205.0,-1.55,2020-11-10
3950,17107968,FABRICATO ,82112120,4.92,22.08,2020-11-10
3951,7425,PROMIGAS  ,54216020,7300.0,0.0,2020-11-10
3952,71754,CONCONCRET,24725766,345.4,1.29,2020-11-10
3953,24118,ELCONDOR  ,23635640,980.0,1.03,2020-11-10
3954,1864,EXITO     ,20206600,10820.0,-2.52,2020-11-10
3955,4000,PFVILLAS  ,18000000,4500.0,0.0,2020-11-10
3956,74139,ETB       ,14886966,205.0,0.0,2020-11-10
3957,66378,PFAVH     ,9948590,165.0,0.0,2020-11-10
3958,2029,GRUPOAVAL ,1846592,925.0,0.0,2020-11-10
3959,100,CARTON    ,1582000,9850.0,0.0,2020-11-10
3960,25395667,ECOPETROL ,49814739459,1938.0,5.73,2020-11-09
3961,1641219,PFBCOLOM  ,43683324990,26640.0,4.51,2020-11-09
3962,2200000,HCOLSEL   ,24768000000,11284.0,5.19,2020-11-09
3963,1419140,ICOLCAP   ,17451865700,12316.0,4.36,2020-11-09
3964,657639,ISA       ,14681041600,22800.0,5.07,2020-11-09
3965,395671,BCOLOMBIA ,10493398070,26780.0,5.02,2020-11-09
3966,10375921,PFAVAL    ,9708251132,929.8,1.62,2020-11-09
3967,2026313,CEMARGOS  ,9597681959,4750.0,4.05,2020-11-09
3968,425806,GRUPOSURA ,9114671190,21590.0,5.32,2020-11-09
3969,235434,PFDAVVNDA ,6423324360,27400.0,3.4,2020-11-09
3970,318546,PFGRUPSURA,5503801700,17040.0,3.34,2020-11-09
3971,158289,CORFICOLCF,4265887180,26930.0,2.51,2020-11-09
3972,163822,NUTRESA   ,3654271270,22250.0,2.63,2020-11-09
3973,259892,GRUPOARGOS,3045606880,11800.0,3.78,2020-11-09
3974,36689,GRUBOLIVAR,2274718000,62000.0,0.81,2020-11-09
3975,585429,CLH       ,1886789459,3228.0,-0.09,2020-11-09
3976,676422,GEB       ,1665071548,2465.0,1.44,2020-11-09
3977,131995,CNEC      ,1401285210,10600.0,2.51,2020-11-09
3978,18106,BOGOTA    ,1296948510,70200.0,-1.1,2020-11-09
3979,146160,CELSIA    ,646648031,4430.0,1.86,2020-11-09
3980,28655,PFCORFICOL,628476850,21800.0,2.83,2020-11-09
3981,1701985,CONCONCRET,572702867,341.0,4.28,2020-11-09
3982,57575,PFGRUPOARG,543431010,9350.0,0.0,2020-11-09
3983,124541,PFCEMARGOS,486202138,3880.0,2.24,2020-11-09
3984,112167,MINEROS   ,430447539,3830.0,-3.77,2020-11-09
3985,38294,BVC       ,418250850,10840.0,0.37,2020-11-09
3986,41651,TERPEL    ,333545835,7880.0,-1.5,2020-11-09
3987,357963,GRUPOAVAL ,332849111,925.0,1.7,2020-11-09
3988,1069727,ETB       ,215271610,205.0,3.02,2020-11-09
3989,23868,PROMIGAS  ,174279525,7300.0,1.39,2020-11-09
3990,89425,ELCONDOR  ,88525000,970.0,0.0,2020-11-09
3991,355103,PFAVH     ,57473659,165.0,16.2,2020-11-09
3992,4889,EXITO     ,53811810,11100.0,0.91,2020-11-09
3993,603,COLTEJER  ,422100,1105.0,0.0,2020-11-09
3994,8032175,ECOPETROL ,14778719520,1833.0,-0.92,2020-11-06
3995,526220,PFBCOLOM  ,13348590600,25490.0,0.51,2020-11-06
3996,351903,ISA       ,7591212430,21700.0,2.84,2020-11-06
3997,193210,BCOLOMBIA ,4896505560,25500.0,1.27,2020-11-06
3998,220290,NUTRESA   ,4751921790,21680.0,-0.05,2020-11-06
3999,1284473,CLH       ,4142445344,3231.0,0.25,2020-11-06
4000,187351,GRUPOSURA ,3839814960,20500.0,0.49,2020-11-06
4001,185035,PFGRUPSURA,3068913540,16490.0,-0.96,2020-11-06
4002,238900,ICOLCAP   ,2819496000,11802.0,0.02,2020-11-06
4003,945536,GEB       ,2296490040,2430.0,1.21,2020-11-06
4004,201323,GRUPOARGOS,2275272970,11370.0,1.16,2020-11-06
4005,2132864,PFAVAL    ,1944513600,915.0,0.55,2020-11-06
4006,328996,CEMARGOS  ,1507790528,4565.0,-0.63,2020-11-06
4007,341801,MINEROS   ,1342879272,3980.0,2.58,2020-11-06
4008,50035,CORFICOLCF,1314698780,26270.0,-0.68,2020-11-06
4009,15779,BOGOTA    ,1115369030,70980.0,1.4,2020-11-06
4010,252141,CELSIA    ,1094226124,4349.0,0.32,2020-11-06
4011,37327,PFDAVVNDA ,987639100,26500.0,0.57,2020-11-06
4012,82767,CNEC      ,852512310,10340.0,-0.58,2020-11-06
4013,70256,PFGRUPOARG,654534925,9350.0,3.89,2020-11-06
4014,50328,PROMIGAS  ,362127600,7200.0,2.86,2020-11-06
4015,28717,EXITO     ,314579190,11000.0,2.61,2020-11-06
4016,33910,TERPEL    ,266020070,8000.0,3.69,2020-11-06
4017,19434,BVC       ,208388260,10800.0,0.0,2020-11-06
4018,2429,GRUBOLIVAR,148477000,61500.0,0.82,2020-11-06
4019,33655,PFCEMARGOS,126966530,3795.0,1.47,2020-11-06
4020,4674,PFCORFICOL,98850400,21200.0,0.57,2020-11-06
4021,307293,ETB       ,61144707,199.0,-0.5,2020-11-06
4022,10270040,FABRICATO ,42447832,4.03,0.0,2020-11-06
4023,10000,ELCONDOR  ,9700000,970.0,-0.92,2020-11-06
4024,37280,PFAVH     ,5297245,142.0,0.0,2020-11-06
4025,12770,CONCONCRET,4340360,327.0,0.0,2020-11-06
4026,596746,PFBCOLOM  ,15095594540,25360.0,0.67,2020-11-05
4027,13632716,PFAVAL    ,12343082884,910.0,0.89,2020-11-05
4028,4760886,ECOPETROL ,8875682766,1850.0,-1.07,2020-11-05
4029,361816,GRUPOSURA ,7307365140,20400.0,1.49,2020-11-05
4030,1878450,GEB       ,4548988961,2401.0,-0.12,2020-11-05
4031,707419,CLH       ,2280409472,3223.0,0.09,2020-11-05
4032,87538,BCOLOMBIA ,2204314230,25180.0,0.76,2020-11-05
4033,95777,ISA       ,2014681780,21100.0,0.57,2020-11-05
4034,2093515,GRUPOAVAL ,1865431383,909.5,2.78,2020-11-05
4035,110435,PFGRUPSURA,1850109230,16650.0,-0.66,2020-11-05
4036,138529,CNEC      ,1444202560,10400.0,0.29,2020-11-05
4037,333171,MINEROS   ,1264215318,3880.0,5.72,2020-11-05
4038,110284,GRUPOARGOS,1231905820,11240.0,1.44,2020-11-05
4039,94098,ICOLCAP   ,1110348930,11800.0,0.43,2020-11-05
4040,51241,PFCORFICOL,1079975130,21080.0,2.73,2020-11-05
4041,40935,CORFICOLCF,1079381600,26450.0,0.19,2020-11-05
4042,35461,PFDAVVNDA ,932605150,26350.0,2.13,2020-11-05
4043,174255,CEMARGOS  ,801006500,4594.0,0.11,2020-11-05
4044,142822,CELSIA    ,621121102,4335.0,-0.46,2020-11-05
4045,9267,NUTRESA   ,199464840,21690.0,0.93,2020-11-05
4046,2391,BOGOTA    ,165666880,70000.0,2.79,2020-11-05
4047,17486,PFGRUPOARG,156662800,9000.0,2.33,2020-11-05
4048,14850000,ENKA      ,110824182,7.29,-2.15,2020-11-05
4049,8598,BVC       ,92676340,10800.0,0.09,2020-11-05
4050,81040,ELCONDOR  ,79338160,979.0,2.51,2020-11-05
4051,8790,TERPEL    ,68072810,7715.0,0.0,2020-11-05
4052,2522,TGLSC     ,50257070,20160.0,5.0,2020-11-05
4053,429,GRUBOLIVAR,26169000,61000.0,0.0,2020-11-05
4054,79909,PFAVH     ,11345177,142.0,1.43,2020-11-05
4055,28304,CONCONCRET,9253381,327.0,-0.91,2020-11-05
4056,174,EXITO     ,1830480,10720.0,0.0,2020-11-05
4057,249,ETB       ,48306,200.0,0.0,2020-11-05
4058,8774101,ECOPETROL ,16350406073,1870.0,2.63,2020-11-04
4059,2889141,CLH       ,9324860200,3220.0,0.22,2020-11-04
4060,263007,PFBCOLOM  ,6646848940,25190.0,0.28,2020-11-04
4061,123825,NUTRESA   ,2661584040,21490.0,-0.14,2020-11-04
4062,104041,GRUPOSURA ,2105850540,20100.0,-1.47,2020-11-04
4063,71359,BCOLOMBIA ,1785290440,24990.0,0.77,2020-11-04
4064,150192,ICOLCAP   ,1776530057,11750.0,-0.14,2020-11-04
4065,68344,PFDAVVNDA ,1771821660,25800.0,-0.77,2020-11-04
4066,96850,PFGRUPSURA,1640792250,16760.0,-1.41,2020-11-04
4067,356256,CEMARGOS  ,1636911619,4589.0,0.42,2020-11-04
4068,76727,ISA       ,1603682550,20980.0,1.21,2020-11-04
4069,1211568,PFAVAL    ,1094952753,902.0,0.11,2020-11-04
4070,82249,CNEC      ,858832450,10370.0,-0.1,2020-11-04
4071,25947,CORFICOLCF,677968600,26400.0,2.17,2020-11-04
4072,60292,GRUPOARGOS,669116160,11080.0,2.4,2020-11-04
4073,232220,GEB       ,565680969,2404.0,-1.68,2020-11-04
4074,127477,CELSIA    ,551969842,4355.0,0.9,2020-11-04
4075,44116,PFGRUPOARG,390480365,8795.0,0.06,2020-11-04
4076,78801,MINEROS   ,289798150,3670.0,1.1,2020-11-04
4077,3971,GRUBOLIVAR,242231000,61000.0,0.0,2020-11-04
4078,3217,BOGOTA    ,221392880,68100.0,0.1,2020-11-04
4079,40350,VILLAS    ,181850850,4600.0,-28.13,2020-11-04
4080,17446,TERPEL    ,134652860,7715.0,0.0,2020-11-04
4081,27461,PFCEMARGOS,103082485,3740.0,0.0,2020-11-04
4082,8207,BVC       ,88297740,10790.0,1.7,2020-11-04
4083,80650,ELCONDOR  ,76793156,955.0,0.84,2020-11-04
4084,1787,TGLSC     ,34281540,19200.0,9.4,2020-11-04
4085,102516,CONCONCRET,33593933,330.0,2.48,2020-11-04
4086,207209,PFAVH     ,29236546,140.0,-11.39,2020-11-04
4087,3681,PFVILLASCA,14908050,4050.0,-24.44,2020-11-04
4088,71044,ETB       ,14116040,200.0,0.0,2020-11-04
4089,555,PFCORFICOL,11579270,20520.0,0.0,2020-11-04
4090,347,EXITO     ,3753050,10720.0,0.0,2020-11-04
4091,3589,GRUPOAVAL ,3204851,884.9,0.0,2020-11-04
4092,800000,FABRICATO ,2968000,4.03,0.0,2020-11-04
4093,612306,PFBCOLOM  ,15350479260,25120.0,2.53,2020-11-03
4094,6239928,ECOPETROL ,11381662982,1822.0,1.73,2020-11-03
4095,353213,PFDAVVNDA ,9099300190,26000.0,3.46,2020-11-03
4096,1875312,CLH       ,6018046283,3213.0,0.25,2020-11-03
4097,4443320,PFAVAL    ,4015122796,901.0,1.24,2020-11-03
4098,300000,HCOLSEL   ,3218100000,10727.0,1.58,2020-11-03
4099,231813,ICOLCAP   ,2727671350,11767.0,0.88,2020-11-03
4100,126052,ISA       ,2633145920,20730.0,-0.62,2020-11-03
4101,109655,NUTRESA   ,2374482830,21520.0,0.84,2020-11-03
4102,105024,GRUPOSURA ,2155128640,20400.0,1.49,2020-11-03
4103,339118,CEMARGOS  ,1549363110,4570.0,0.33,2020-11-03
4104,48098,BCOLOMBIA ,1195134900,24800.0,1.22,2020-11-03
4105,57824,PFGRUPSURA,983266750,17000.0,1.74,2020-11-03
4106,85151,GRUPOARGOS,925732440,10820.0,1.88,2020-11-03
4107,185821,CELSIA    ,803116466,4316.0,2.62,2020-11-03
4108,25839,CORFICOLCF,676893100,25840.0,-0.62,2020-11-03
4109,8564,BOGOTA    ,587648710,68030.0,-0.01,2020-11-03
4110,76058,PROMIGAS  ,529669920,7000.0,4.24,2020-11-03
4111,48121,BVC       ,510559090,10610.0,4.02,2020-11-03
4112,192093,GEB       ,467973509,2445.0,1.88,2020-11-03
4113,34106,CNEC      ,359450440,10380.0,-1.24,2020-11-03
4114,43335,TERPEL    ,342320795,7715.0,-3.5,2020-11-03
4115,90989,MINEROS   ,328913324,3630.0,0.83,2020-11-03
4116,80022,PFCEMARGOS,298709890,3740.0,0.81,2020-11-03
4117,11939,PFCORFICOL,247126350,20520.0,0.0,2020-11-03
4118,211000,ELCONDOR  ,198776503,947.0,1.61,2020-11-03
4119,839581,ETB       ,167794407,200.0,0.05,2020-11-03
4120,18247,PFGRUPOARG,160736000,8790.0,2.21,2020-11-03
4121,110721,CONCONCRET,35588405,322.0,0.0,2020-11-03
4122,18500,GRUPOAVAL ,16370650,884.9,2.3,2020-11-03
4123,1230,EXITO     ,13476350,10720.0,0.0,2020-11-03
4124,194,GRUBOLIVAR,11834200,61000.0,0.0,2020-11-03
4125,2300,PFVILLAS  ,10350000,4500.0,0.0,2020-11-03
4126,1200000,ENKA      ,8940000,7.45,2.05,2020-11-03
4127,250,TGLSC     ,4755000,23000.0,0.0,2020-11-03
4128,7500,BBVACOL   ,2063250,282.0,0.0,2020-11-03
4129,5000,PFAVH     ,705000,158.0,0.0,2020-11-03
4130,23,PFVILLASCA,93150,2700.0,0.0,2020-11-03
4131,14390651,CLH       ,46046185350,3205.0,14.26,2020-10-30
4132,1423359,PFBCOLOM  ,34757809480,24500.0,2.04,2020-10-30
4133,3001931,CNEC      ,31530060370,10510.0,0.38,2020-10-30
4134,3133802,TERPEL    ,25141738005,7995.0,-9.97,2020-10-30
4135,14066645,ECOPETROL ,24983754486,1791.0,2.52,2020-10-30
4136,15109855,PFAVAL    ,13431336766,890.0,1.02,2020-10-30
4137,462129,BCOLOMBIA ,11289443210,24500.0,2.17,2020-10-30
4138,481152,ISA       ,10033558470,20860.0,1.71,2020-10-30
4139,3205414,GEB       ,7701024112,2400.0,0.42,2020-10-30
4140,281525,CORFICOLCF,7318001210,26000.0,0.04,2020-10-30
4141,300315,NUTRESA   ,6418094850,21340.0,-3.0,2020-10-30
4142,1496526,CELSIA    ,6304121588,4206.0,-6.12,2020-10-30
4143,288065,GRUPOSURA ,5797617390,20100.0,0.5,2020-10-30
4144,491025,ICOLCAP   ,5701939290,11664.0,0.29,2020-10-30
4145,252797,PFGRUPSURA,4228700200,16710.0,0.91,2020-10-30
4146,322036,PFGRUPOARG,2774587770,8600.0,-3.21,2020-10-30
4147,606834,CEMARGOS  ,2701759961,4555.0,5.93,2020-10-30
4148,226812,GRUPOARGOS,2396334750,10620.0,4.02,2020-10-30
4149,31075,BOGOTA    ,2117715120,68040.0,-3.49,2020-10-30
4150,70902,PFDAVVNDA ,1788698650,25130.0,-4.77,2020-10-30
4151,228235,MINEROS   ,819661428,3600.0,-1.1,2020-10-30
4152,35361,PFCORFICOL,725856600,20520.0,-4.29,2020-10-30
4153,57724,EXITO     ,611534700,10720.0,4.08,2020-10-30
4154,51275,BVC       ,523293000,10200.0,-5.56,2020-10-30
4155,74583,PROMIGAS  ,503673725,6715.0,-9.99,2020-10-30
4156,1720607,ETB       ,343933262,199.9,1.11,2020-10-30
4157,43666,PFCEMARGOS,162096940,3710.0,0.82,2020-10-30
4158,2368,GRUBOLIVAR,144418000,61000.0,1.67,2020-10-30
4159,37000,PFAVH     ,5850235,158.0,0.0,2020-10-30
4160,17516,CONCONCRET,5692700,322.0,0.0,2020-10-30
4161,3044,GRUPOAVAL ,2636104,865.0,0.0,2020-10-30
4162,624946,FABRICATO ,2499784,4.03,0.0,2020-10-30
4163,562775,PFBCOLOM  ,13395097290,24010.0,0.04,2020-10-29
4164,7487469,ECOPETROL ,12718094409,1747.0,1.87,2020-10-29
4165,924740,ICOLCAP   ,10645354604,11630.0,0.26,2020-10-29
4166,191184,BCOLOMBIA ,4557357530,23980.0,-0.21,2020-10-29
4167,5061570,PFAVAL    ,4398934060,881.0,0.67,2020-10-29
4168,188922,ISA       ,3910397920,20510.0,-0.44,2020-10-29
4169,156183,GRUPOSURA ,3144703650,20000.0,0.0,2020-10-29
4170,288410,CNEC      ,2960237750,10470.0,1.65,2020-10-29
4171,520275,CEMARGOS  ,2181676987,4300.0,4.09,2020-10-29
4172,68140,NUTRESA   ,1484181070,22000.0,3.38,2020-10-29
4173,53540,CORFICOLCF,1390005960,25990.0,-0.04,2020-10-29
4174,133831,EXITO     ,1380661980,10300.0,-7.29,2020-10-29
4175,545565,GEB       ,1327717880,2390.0,-0.62,2020-10-29
4176,130770,GRUPOARGOS,1311712625,10210.0,2.98,2020-10-29
4177,43665,PFDAVVNDA ,1125812170,26390.0,2.45,2020-10-29
4178,63023,PFGRUPSURA,1044618570,16560.0,-0.6,2020-10-29
4179,117158,TERPEL    ,1025127515,8880.0,1.14,2020-10-29
4180,8518,BOGOTA    ,598009080,70500.0,-0.7,2020-10-29
4181,115685,MINEROS   ,415924390,3640.0,-0.27,2020-10-29
4182,50631,CELSIA    ,225174569,4480.0,0.67,2020-10-29
4183,22456,PFGRUPOARG,194642035,8885.0,8.09,2020-10-29
4184,2961,GRUBOLIVAR,179184620,60000.0,-3.23,2020-10-29
4185,19493,PROMIGAS  ,142198540,7460.0,6.8,2020-10-29
4186,12760,BVC       ,138597140,10800.0,-1.82,2020-10-29
4187,25739,PFCEMARGOS,92080327,3680.0,6.67,2020-10-29
4188,3763,PFCORFICOL,78970250,21440.0,-0.28,2020-10-29
4189,344074,ETB       ,66713565,197.7,-2.61,2020-10-29
